regid,smiles,Pgood
S18197,O=C1NC(=O)C2=C(O1)C(=O)C=NN2,0.75
S1820,c1nc2cncn2s1,0.94
S18200,O=C1NC(=O)C2=C(NN=CC2=O)S1,0.86
S18201,O=C1NC(=O)C2=C(S1)C(=O)C=NN2,0.84
S1821,c1cn2ncsc2n1,0.99
S1822,c1nn2cncc2s1,0.99
S1823,c1nc2nn[nH]c2[nH]1,0.97
S18236,O=C1C=NOc2c[nH]cc12,0.9
S18237,O=C1C=NOc2cocc12,0.94
S18238,O=C1C=NOc2cscc12,0.94
S18239,O=C1C=NOc2c[nH]nc12,0.94
S1824,c1nc2[nH]nnc2[nH]1,0.97
S18240,O=C1C=NOc2n[nH]cc12,0.91
S18242,O=C1C=NOc2nocc12,0.74
S18244,O=C1C=NOc2nscc12,0.74
S1825,c1cn2[nH]nnc2n1,0.98
S1826,c1ncn2[nH]nnc12,0.98
S1827,c1cn2nn[nH]c2n1,1.0
S1828,c1ncn2nn[nH]c12,0.97
S1829,c1nc2n[nH]nc2[nH]1,0.97
S183,O=C1NN=NOC1=O,0.71
S1830,o1nnc2nc[nH]c12,0.97
S1831,o1nnc2[nH]cnc12,0.97
S1834,o1nnn2ccnc12,0.96
S18342,O=C1C=NSc2c[nH]cc12,0.86
S18345,O=C1C=NSc2c[nH]nc12,0.89
S1835,o1nnn2cncc12,0.97
S18354,O=C1NC=C2SN=CC(=O)C2=C1,0.95
S18355,O=C1NC=C2C(=O)C=NSC2=C1,0.95
S18356,O=C1OC=C2SN=CC(=O)C2=C1,0.67
S18357,O=C1OC=C2C(=O)C=NSC2=C1,0.67
S1836,c1nc2nnsc2[nH]1,0.97
S18362,O=C1NC=C2C(=O)C=NSC2=N1,0.7
S1837,c1nc2snnc2[nH]1,0.97
S18379,O=C1C=NSC2=C1SN=CC2=O,0.65
S18388,O=C1C=NSC2=C1C(=O)C(=O)C(=O)C2=O,0.65
S1840,c1cn2nnsc2n1,0.96
S18403,O=C1SC2=C(S1)C(=O)C=NS2,0.92
S18404,O=C1OC(=O)C2=C(SN=CC2=O)S1,0.85
S18409,O=C1N=CSc2c[nH]cc12,0.89
S1841,c1ncn2nnsc12,0.97
S18412,O=C1N=CSc2c[nH]nc12,0.93
S1842,O=C1C(=O)c2nc[nH]c2C1=O,0.85
S18421,O=C1NC=C2SC=NC(=O)C2=C1,0.94
S18422,O=C1NC=C2C(=C1)SC=NC2=O,0.94
S18423,O=C1OC=C2SC=NC(=O)C2=C1,0.76
S18424,O=C1OC=C2C(=C1)SC=NC2=O,0.76
S18429,O=C1NC=C2C(=O)N=CSC2=N1,0.97
S1845,o1nc2nc[nH]c2n1,0.97
S18456,O=C1NC(=O)C2=C(SC=NC2=O)S1,0.63
S18457,O=C1NC(=O)C2=C(S1)C(=O)N=CS2,0.88
S1846,c1nc2nsnc2[nH]1,0.97
S1847,O=C1Nc2nc[nH]c2N1,0.97
S18476,O=C1N=NNc2c[nH]cc12,0.98
S18479,O=C1N=NNc2cocc12,0.97
S1848,O=C1Nc2nccn2N1,0.94
S18482,O=C1N=NNc2cscc12,0.99
S18485,O=C1N=NNc2c[nH]nc12,0.97
S18486,O=C1N=NNc2n[nH]cc12,0.98
S1849,O=C1Nc2cncn2N1,0.94
S18490,O=C1N=NNc2nocc12,0.97
S18493,O=C1N=NNc2csnc12,0.89
S18494,O=C1N=NNc2nscc12,0.89
S185,O=C1NN=NSC1=O,0.97
S18503,O=C1N=NNc2n[nH]nc12,0.97
S1851,O=C1Nc2[nH]cnc2O1,0.72
S18523,O=C1C=C2C=NN=CN2N=N1,0.52
S1855,O=C1Nn2cncc2O1,0.94
S18557,O=C1ON=C2C(=C1)NN=NC2=O,0.78
S1857,O=C1Nc2[nH]cnc2S1,0.54
S186,O=C1N=NNN=N1,0.93
S1860,O=C1Nn2ccnc2S1,0.94
S1861,O=C1Nn2cncc2S1,0.94
S18619,O=C1C=C2OC=CC(=O)N2N=N1,0.51
S1862,c1ccc2[nH]cnc2c1,0.97
S18624,O=C1C=C2SC=CC(=O)N2N=N1,0.53
S18629,O=C1C=C2SN=CC(=O)N2N=N1,0.52
S1863,c1ccn2ccnc2c1,0.98
S1864,c1ccn2cncc2c1,0.99
S1865,c1cc2[nH]cnc2cn1,1.0
S1866,c1cc2nc[nH]c2cn1,1.0
S1867,c1cnc2[nH]cnc2c1,1.0
S1868,c1cnc2nc[nH]c2c1,1.0
S1869,c1cn2ccnc2cn1,0.98
S187,n1nnnnn1,0.93
S1870,c1cn2cncc2cn1,0.99
S1871,c1cc2nccn2cn1,1.0
S1872,c1cc2cncn2cn1,0.99
S1873,c1cnn2ccnc2c1,1.0
S1874,c1cnn2cncc2c1,0.99
S18747,O=C1N=NOc2cscc12,0.94
S1875,c1cnc2nccn2c1,0.97
S18752,O=C1N=NOc2csnc12,0.9
S18753,O=C1N=NOc2nscc12,0.9
S1876,c1cnc2cncn2c1,0.98
S18765,O=C1NC=C2C(=O)N=NOC2=N1,0.76
S1877,c1cc2[nH]cnc2nn1,1.0
S1878,c1cc2nc[nH]c2nn1,1.0
S1879,c1cn2ccnc2nn1,0.98
S1880,c1cn2cncc2nn1,0.97
S1881,c1cc2nccn2nn1,0.94
S1882,c1cc2cncn2nn1,0.99
S1883,c1nc2cnncc2[nH]1,0.99
S18834,O=C1SC2=C(S1)C(=O)N=NO2,0.82
S1884,c1cn2cnncc2n1,0.98
S1885,c1ncn2cnncc12,0.99
S1886,O=C1NC=Cc2[nH]cnc12,1.0
S1887,O=C1NC=Cc2nc[nH]c12,1.0
S1888,O=C1Nc2[nH]cnc2C=C1,0.97
S18886,O=C1C=CC(=O)N2C=NN=CN12,0.56
S1889,O=C1Nc2nc[nH]c2C=C1,0.97
S1890,O=C1NC=Cn2ccnc12,1.0
S1891,O=C1NC=Cn2cncc12,1.0
S1892,O=C1NC=Cc2nccn12,0.99
S1893,O=C1NC=Cc2cncn12,0.99
S1894,O=C1Nn2ccnc2C=C1,0.94
S1895,O=C1Nn2cncc2C=C1,0.94
S1896,O=C1Nc2nccn2C=C1,1.0
S1897,O=C1Nc2cncn2C=C1,1.0
S1898,O=C1NC=C2N=CNC2=C1,0.94
S1899,O=C1NC=C2NC=NC2=C1,0.94
S19,O=C1NC=CS1,0.92
S1900,O=C1OC=Cc2[nH]cnc12,0.94
S1901,O=C1OC=Cc2nc[nH]c12,0.85
S19023,O=C1SC2=C(S1)C(=O)N=NS2,0.92
S1903,O=C1Oc2nc[nH]c2C=C1,0.72
S1904,O=C1OC=Cn2ccnc12,0.92
S1905,O=C1OC=Cn2cncc12,0.92
S1906,O=C1OC=Cc2nccn12,0.69
S1907,O=C1OC=Cc2cncn12,0.82
S19095,O=C1OC(=O)C2=C(C(=O)C(=O)OC2=O)C1=O,0.76
S19096,O=C1OC(=O)C2=C(C(=O)OC(=O)C2=O)C1=O,0.76
S1911,O=C1Oc2cncn2C=C1,0.92
S1912,O=C1OC=C2N=CNC2=C1,0.92
S1913,O=C1OC=C2NC=NC2=C1,0.92
S1914,O=C1SC=Cc2[nH]cnc12,0.94
S19149,O=C1C(=O)C(=O)c2c[nH]cc2C1=O,0.9
S1915,O=C1SC=Cc2nc[nH]c12,0.85
S19150,O=C1C(=O)C(=O)c2cocc2C1=O,0.92
S19151,O=C1C(=O)C(=O)c2cscc2C1=O,0.94
S19152,O=C1C(=O)C(=O)c2n[nH]cc2C1=O,0.91
S19154,O=C1C(=O)C(=O)c2nscc2C1=O,0.93
S19155,O=C1C(=O)C(=O)c2n[nH]nc2C1=O,0.96
S19156,O=C1C(=O)C(=O)c2nonc2C1=O,0.87
S19157,O=C1C(=O)C(=O)c2nsnc2C1=O,0.87
S19159,O=C1OC=C2C(=O)C(=O)C(=O)C(=O)C2=C1,0.9
S1917,O=C1Sc2nc[nH]c2C=C1,0.54
S19170,O=C1C(=O)C(=O)C2=C(C(=O)C(=O)C(=O)C2=O)C1=O,0.93
S19179,O=C1SC2=C(S1)C(=O)C(=O)C(=O)C2=O,0.92
S1918,O=C1SC=Cn2ccnc12,0.92
S1919,O=C1SC=Cn2cncc12,0.92
S19191,O=C1SC(=O)C2=C(C(=O)C(=O)SC2=O)C1=O,0.53
S19192,O=C1SC(=O)C2=C(C(=O)SC(=O)C2=O)C1=O,0.53
S19237,O=C1NC(=O)c2c[nH]cc2O1,0.94
S19238,O=C1NC(=O)c2cocc2O1,0.98
S19239,O=C1NC(=O)c2cscc2O1,0.99
S1924,O=C1Sc2nccn2C=C1,0.92
S19240,O=C1NC(=O)c2n[nH]cc2O1,0.93
S19241,O=C1NC(=O)c2c[nH]nc2O1,0.94
S19242,O=C1NC(=O)c2nocc2O1,0.9
S19243,O=C1NC(=O)c2conc2O1,0.98
S19247,O=C1NC(=O)c2nonc2O1,0.78
S19248,O=C1NC(=O)c2nsnc2O1,0.78
S19249,O=C1NC(=O)C2=CC(=O)NC=C2O1,0.74
S1925,O=C1Sc2cncn2C=C1,0.92
S19250,O=C1NC(=O)C2=CNC(=O)C=C2O1,0.74
S19257,O=C1NC(=O)C2=CNC(=O)N=C2O1,0.75
S19258,O=C1NC(=O)C2=NC(=O)NC=C2O1,0.75
S19274,O=C1NC(=O)C2=C(O1)C(=O)NC(=O)O2,0.78
S1928,c1ncc2[nH]cnc2n1,0.99
S1929,c1ncc2nc[nH]c2n1,0.99
S19293,O=C1NC(=O)c2c[nH]cc2S1,0.94
S19294,O=C1NC(=O)c2cocc2S1,0.95
S19296,O=C1NC(=O)c2n[nH]cc2S1,0.93
S19298,O=C1NC(=O)c2nocc2S1,0.92
S1930,c1cn2cncnc2n1,1.0
S19305,O=C1NC(=O)C2=CC(=O)NC=C2S1,0.92
S19306,O=C1NC(=O)C2=CNC(=O)C=C2S1,0.92
S1931,c1ncn2cncc2n1,0.98
S19313,O=C1NC(=O)C2=CNC(=O)N=C2S1,0.91
S19314,O=C1NC(=O)C2=NC(=O)NC=C2S1,0.91
S1932,c1cn2ncncc2n1,1.0
S19329,O=C1NC(=O)C2=C(SC(=O)NC2=O)S1,0.64
S1933,c1ncc2cncn2n1,0.99
S19330,O=C1NC(=O)C2=C(S1)C(=O)NC(=O)S2,0.9
S1934,c1nc2nnncc2[nH]1,0.99
S19341,O=C1NC(=O)C2=C(S1)SC(=O)S2,0.91
S19344,O=C1NC(=O)C2=C(S1)SC(=O)C(=O)S2,0.64
S1935,c1nc2cnnnc2[nH]1,0.99
S19354,N1N=CSC2=C1SC=CS2,0.79
S19357,N1N=NNC2=C1SC=CS2,0.83
S19359,N1N=NSC2=C1SC=CS2,0.79
S1936,c1cn2cnnnc2n1,0.98
S19363,O=C1C=CC2=CSC=NN12,0.96
S19366,O=C1N=CC2=CSC=NN12,0.9
S19367,O=C1N=CN2N=CSC=C12,0.9
S1937,c1ncn2cnnnc12,0.97
S1938,c1cn2nnncc2n1,0.94
S19383,O=C1N=C2NN=CSC2=N1,0.95
S19387,O=C1N=CN2N=CSC=C2C1=O,0.9
S1939,c1ncn2nnncc12,0.99
S1940,O=C1NN=Cc2[nH]cnc12,1.0
S1941,O=C1NN=Cc2nc[nH]c12,1.0
S1942,O=C1NN=Cn2ccnc12,1.0
S1943,O=C1NN=Cn2cncc12,1.0
S19433,N1N=CSC2=C1NN=CS2,0.84
S19434,N1N=CSC2=C1SC=NN2,0.93
S1944,O=C1NN=Cc2nccn12,1.0
S19445,N1N=CSC2=C1NN=NN2,0.79
S1945,O=C1NN=Cc2cncn12,0.99
S19451,N1N=CSC2=C1SN=NN2,0.85
S19452,N1N=CSC2=C1NN=NS2,0.77
S1946,O=C1NN=C2N=CNC2=C1,0.96
S19461,N1N=CSC2=C1SN=NS2,0.88
S1947,O=C1NN=C2NC=NC2=C1,0.96
S19471,O1N=CSC2=C1ON=CS2,0.75
S1948,O=C1Nc2nc[nH]c2C=N1,0.97
S19482,O1N=CSC2=C1ON=NS2,0.75
S1949,O=C1Nc2[nH]cnc2C=N1,0.97
S1950,O=C1Nc2nccn2C=N1,1.0
S1951,O=C1Nc2cncn2C=N1,1.0
S1952,O=C1Nn2ccnc2C=N1,0.94
S1953,O=C1Nn2cncc2C=N1,0.94
S1954,O=C1NC=C2NC=NC2=N1,0.97
S1955,O=C1NC=C2N=CNC2=N1,0.97
S1956,O=C1ON=Cc2[nH]cnc12,0.94
S19562,O=C1NN=C2C=CON2C1=O,0.82
S19565,O=C1NN=C2SC=CN2C1=O,0.85
S19567,O=C1NN=C2NN=CN2C1=O,0.96
S1957,O=C1ON=Cc2nc[nH]c12,0.85
S19573,O=C1NN=C2NC=NN2C1=O,0.7
S19575,O=C1NN=C2OC=NN2C1=O,0.95
S19577,O=C1NN=C2SC=NN2C1=O,0.95
S19579,O=C1NN=C2NN=NN2C1=O,0.92
S1958,O=C1ON=Cn2ccnc12,0.54
S19590,O=C1NN=C2C=CC=CN2C1=O,0.96
S19591,O=C1NN=C2C=NC=CN2C1=O,0.96
S19592,O=C1NN=C2C=CN=CN2C1=O,0.96
S19593,O=C1NN=C2C=CC=NN2C1=O,0.95
S19594,O=C1NN=C2N=CC=CN2C1=O,0.93
S19595,O=C1NN=C2N=NC=CN2C1=O,0.96
S19596,O=C1NN=C2C=CN=NN2C1=O,0.91
S19597,O=C1NN=C2C=NN=CN2C1=O,0.85
S1960,O=C1ON=Cc2nccn12,0.62
S19602,O=C1NN=C2N(C=COC2=O)C1=O,0.83
S19606,O=C1NN=C2N(C=CSC2=O)C1=O,0.85
S19610,O=C1NN=C2N=CN=CN2C1=O,0.93
S19611,O=C1NN=C2C=NC=NN2C1=O,0.95
S19614,O=C1NN=C2N(C=NNC2=O)C1=O,0.96
S19615,O=C1NN=CC2=NNC(=O)C(=O)N12,0.9
S1962,O=C1ON=C2N=CNC2=C1,0.93
S1963,O=C1ON=C2NC=NC2=C1,0.93
S1964,O=C1Oc2nc[nH]c2C=N1,0.72
S19645,O=C1NN=C2N=CC=NN2C1=O,0.95
S19646,O=C1NN=C2N=CN=NN2C1=O,0.91
S19660,O=C1NN=NC2=NNC(=O)C(=O)N12,0.9
S1967,O=C1Oc2cncn2C=N1,0.91
S19674,O=C1NN=C2SC=CC(=O)N2C1=O,0.85
S19675,O=C1NN=C2NN=CC(=O)N2C1=O,0.9
S19681,O=C1NN=C2SC=NC(=O)N2C1=O,0.88
S19683,O=C1NN=C2NN=NC(=O)N2C1=O,0.9
S19687,O=C1NN=C2SN=NC(=O)N2C1=O,0.9
S1970,O=C1OC=C2NC=NC2=N1,0.78
S1971,O=C1OC=C2N=CNC2=N1,0.78
S19710,O=C1C=CC2=CNN=NN12,0.91
S19713,O=C1N=CC2=CNN=NN12,0.91
S19717,O=C1C=NN2N=NNC=C12,0.62
S1972,O=C1SN=Cc2[nH]cnc12,0.94
S19729,O=C1N=C2NN=NNC2=N1,0.86
S1973,O=C1SN=Cc2nc[nH]c12,0.85
S1974,O=C1SN=Cn2ccnc12,0.91
S1975,O=C1SN=Cn2cncc12,0.91
S19750,O=C1C=NN2N=NNC=C2C1=O,0.62
S19784,N1N=NNC2=C1NN=NN2,0.81
S19789,N1N=NNC2=C1NN=NS2,0.79
S198,O=C1ON=CC(=O)S1,0.89
S1980,O=C1Sc2nc[nH]c2C=N1,0.54
S19817,N1N=NNC2=C1SN=NS2,0.84
S1982,O=C1Sc2nccn2C=N1,0.91
S1983,O=C1Sc2cncn2C=N1,0.91
S19848,O=C1C=CC2=NNC=NN12,0.95
S19850,O=C1N=CC2=NNC=NN12,0.95
S19852,O=C1C=NC2=NNC=NN12,0.95
S19853,O=C1C=NN2N=CNN=C12,0.62
S1988,O=C1Nc2[nH]cnc2N=C1,0.97
S19883,O=C1C=NN2N=CNN=C2C1=O,0.62
S1989,O=C1Nc2nc[nH]c2N=C1,0.97
S1990,O=C1Nn2ccnc2N=C1,0.94
S1991,O=C1Nn2cncc2N=C1,0.94
S1992,O=C1Nc2nccn2N=C1,0.99
S1993,O=C1Nc2cncn2N=C1,0.99
S19930,O=C1C=C2NN=NOC2=N1,0.74
S1994,O=C1Nc2[nH]cnc2N=N1,0.97
S19945,O=C1N=C2NN=NOC2=N1,0.83
S1995,O=C1Nc2nc[nH]c2N=N1,0.97
S1996,O=C1Nn2ccnc2N=N1,0.94
S1997,O=C1Nn2cncc2N=N1,0.94
S2,o1cccc1,0.93
S20,O=C1NC=NN1,0.86
S2000,O=C1NC(=O)c2nc[nH]c2N1,0.98
S2001,O=C1NC(=O)c2[nH]cnc2N1,0.98
S2002,O=C1NC(=O)c2nccn2N1,0.94
S2003,O=C1NC(=O)c2cncn2N1,0.94
S2004,O=C1NC(=O)n2ccnc2N1,0.96
S2005,O=C1NC(=O)n2cncc2N1,0.96
S2006,O=C1Nc2nc[nH]c2NC1=O,0.98
S2007,O=C1Nc2nccn2NC1=O,0.94
S2008,O=C1Nc2cncn2NC1=O,0.94
S2009,O=C1Nc2[nH]cnc2C(=O)O1,0.97
S2010,O=C1Nc2nc[nH]c2C(=O)O1,0.97
S2011,O=C1Nn2ccnc2C(=O)O1,0.94
S2012,O=C1Nn2cncc2C(=O)O1,0.94
S2015,O=C1Nc2[nH]cnc2OC1=O,0.72
S2018,O=C1Nn2cncc2OC1=O,0.94
S20186,O=C1C=NN2C=CNC2=N1,0.93
S20188,O=C1C=NN2C=COC2=N1,0.94
S20190,O=C1C=NN2C=CSC2=N1,0.94
S20192,O=C1C=NN2C=NNC2=N1,0.93
S20196,O=C1C=NN2C=NSC2=N1,0.94
S20198,O=C1C=NN2N=CNC2=N1,0.84
S20204,O=C1C=NN2N=NNC2=N1,0.85
S2021,O=C1Nc2[nH]cnc2C(=O)S1,0.57
S20215,O=C1C=NN2C=CC=CC2=N1,0.94
S20216,O=C1C=NN2C=CN=CC2=N1,0.92
S20217,O=C1C=NN2C=NC=CC2=N1,0.92
S20219,O=C1C=NN2C=CC=NC2=N1,0.89
S2022,O=C1Nc2nc[nH]c2C(=O)S1,0.57
S20220,O=C1C=NN2C=CN=NC2=N1,0.94
S20222,O=C1C=NN2C=NN=CC2=N1,0.61
S2023,O=C1Nn2ccnc2C(=O)S1,0.94
S20230,O=C1OC2=NC(=O)C=NN2C=C1,0.94
S20234,O=C1SC2=NC(=O)C=NN2C=C1,0.94
S20235,O=C1C=NN2C=NC=NC2=N1,0.85
S2024,O=C1Nn2cncc2C(=O)S1,0.94
S20245,O=C1OC2=NC(=O)C=NN2C=N1,0.89
S20249,O=C1SC2=NC(=O)C=NN2C=N1,0.89
S20252,O=C1NC2=NC(=O)C=NN2N=C1,0.85
S2027,O=C1Nc2[nH]cnc2SC1=O,0.54
S20274,O=C1C=NN2N=CNC(=O)C2=N1,0.84
S20284,O=C1C=NN2N=NNC(=O)C2=N1,0.85
S2029,O=C1Nn2ccnc2SC1=O,0.94
S20294,O=C1C=NN2C(=O)C=COC2=N1,0.93
S20296,O=C1C=NN2C(=N1)OC=NC2=O,0.89
S20299,O=C1C=NN2C(=O)C=CSC2=N1,0.95
S203,O=C1SN=NS1,0.92
S2030,O=C1Nn2cncc2SC1=O,0.94
S20304,O=C1C=NN2C(=O)C=NSC2=N1,0.94
S20306,O=C1C=NN2C(=N1)SC=NC2=O,0.9
S2033,O=C1C=CNc2nc[nH]c12,0.99
S2034,O=C1C=CNc2[nH]cnc12,0.99
S2035,O=C1C=CNc2nccn12,1.0
S20355,O=C1N=C2NN=NSC2=N1,0.86
S2036,O=C1C=CNc2cncn12,1.0
S2037,O=C1C=CNn2ccnc12,0.94
S2038,O=C1C=CNn2cncc12,0.94
S2039,O=C1N=CNc2nc[nH]c12,0.99
S2040,O=C1N=CNc2[nH]cnc12,0.99
S2041,O=C1N=CNc2nccn12,0.99
S20414,N1N=NSC2=C1NN=NS2,0.76
S20415,N1N=NSC2=C1SN=NN2,0.84
S2042,O=C1N=CNc2cncn12,0.93
S2043,O=C1N=CNn2ccnc12,0.94
S2044,O=C1N=CNn2cncc12,0.94
S2045,c1cnc2[nH]cnc2n1,1.0
S2046,c1cnn2ccnc2n1,0.99
S20463,N1N=NSC2=C1SN=NS2,0.8
S2047,c1cnn2cncc2n1,0.99
S2048,c1nnc2[nH]cnc2n1,0.98
S2049,c1nnc2nc[nH]c2n1,0.98
S205,O=C1SN=CC(=O)S1,0.92
S2050,c1cn2nncnc2n1,0.94
S2051,c1nnn2cncc2n1,0.94
S20516,O=C1C=CC2=NSC=NN12,0.96
S20518,O=C1N=CC2=NSC=NN12,0.9
S2052,c1cn2ncnnc2n1,0.99
S20520,O=C1C=NC2=NSC=NN12,0.9
S20522,O=C1N=NC2=NSC=NN12,0.95
S2053,c1nnc2cncn2n1,0.99
S2054,O=C1NC=Nc2nc[nH]c12,1.0
S2055,O=C1NC=Nc2[nH]cnc12,1.0
S2056,O=C1NC=Nc2nccn12,0.99
S2057,O=C1NC=Nc2cncn12,0.99
S2058,O=C1NC=Nn2ccnc12,0.99
S2059,O=C1NC=Nn2cncc12,0.99
S20598,O=C1C=NN2N=NNN=C12,0.62
S2061,O=C1Oc2nc[nH]c2N=C1,0.72
S20628,O=C1C=NN2N=NNN=C2C1=O,0.62
S2065,O=C1Oc2cncn2N=C1,0.77
S2066,O=C1OC=Nc2nc[nH]c12,0.85
S2067,O=C1OC=Nc2[nH]cnc12,0.94
S2068,O=C1OC=Nc2nccn12,0.8
S2069,O=C1OC=Nc2cncn12,0.79
S2070,O=C1OC=Nn2ccnc12,0.77
S2071,O=C1OC=Nn2cncc12,0.77
S2073,O=C1Sc2nc[nH]c2N=C1,0.54
S2076,O=C1Sc2nccn2N=C1,0.77
S2077,O=C1Sc2cncn2N=C1,0.77
S2078,O=C1SC=Nc2nc[nH]c12,0.85
S2079,O=C1SC=Nc2[nH]cnc12,0.94
S208,O=C1SN=NC(=O)S1,0.92
S2082,O=C1SC=Nn2ccnc12,0.77
S2083,O=C1SC=Nn2cncc12,0.77
S2084,c1nc2nnnnc2[nH]1,0.97
S2085,c1cn2nnnnc2n1,0.96
S2086,c1ncn2nnnnc12,0.97
S2087,O=C1NN=C2N=CNC2=N1,0.93
S2088,O=C1NN=C2NC=NC2=N1,0.93
S2089,O=C1ON=C2N=CNC2=N1,0.77
S2090,O=C1ON=C2NC=NC2=N1,0.77
S2093,O=C1NN=Nc2[nH]cnc12,1.0
S2094,O=C1NN=Nc2nc[nH]c12,1.0
S2097,O=C1NN=Nc2nccn12,1.0
S2098,O=C1NN=Nc2cncn12,0.99
S2099,O=C1ON=Nc2[nH]cnc12,0.94
S21,O=C1NC=NO1,0.81
S210,O=C1NC(=O)NC(=O)N1,0.95
S2100,O=C1ON=Nc2nc[nH]c12,0.85
S2105,O=C1Oc2nc[nH]c2N=N1,0.72
S211,O=C1NC(=O)OC(=O)N1,0.91
S2111,O=C1SN=Nc2[nH]cnc12,0.94
S2112,O=C1SN=Nc2nc[nH]c12,0.85
S2117,O=C1Sc2nc[nH]c2N=N1,0.54
S212,O=C1NC(=O)SC(=O)N1,0.95
S2123,O=C1C=COc2nc[nH]c12,0.61
S2126,O=C1C=COc2cncn12,0.95
S2129,O=C1N=COc2nc[nH]c12,0.61
S213,O=C1OC(=O)C(=O)C(=O)C1=O,0.73
S21309,O=C1N=NC(=O)N2C=NN=CN12,0.54
S21310,O=C1NC(=O)C(=O)N2C=NN=CN12,0.67
S2136,O=C1C=CSc2nc[nH]c12,0.84
S2139,O=C1C=CSc2nccn12,0.95
S2140,O=C1C=CSc2cncn12,0.95
S2141,O=C1C=NNc2nc[nH]c12,0.99
S2142,O=C1C=NNc2[nH]cnc12,0.99
S2143,O=C1C=NNc2nccn12,1.0
S2144,O=C1C=NNc2cncn12,1.0
S2147,O=C1C=NOc2nc[nH]c12,0.61
S2153,O=C1C=NSc2nc[nH]c12,0.84
S2155,O=C1C=NSc2nccn12,0.95
S2156,O=C1C=NSc2cncn12,0.95
S2159,O=C1N=CSc2nc[nH]c12,0.84
S216,O=C1SC(=O)C(=O)C(=O)C1=O,0.53
S2161,O=C1N=CSc2nccn12,0.65
S2165,O=C1N=NNc2nc[nH]c12,0.99
S2166,O=C1N=NNc2[nH]cnc12,0.99
S217,O=C1NC(=O)SC(=O)S1,0.91
S2171,O=C1N=NOc2nc[nH]c12,0.61
S21711,O=C1C=NN=C2C=CNN12,0.93
S21712,O=C1C=NN=C2NC=CN12,0.92
S21713,O=C1C=NN=C2C=CON12,0.64
S21714,O=C1C=NN=C2OC=CN12,0.92
S21715,O=C1C=NN=C2C=CSN12,0.8
S21716,O=C1C=NN=C2SC=CN12,0.93
S21717,O=C1C=NN=C2C=NNN12,0.93
S21718,O=C1C=NN=C2NN=CN12,0.92
S21720,O=C1C=NN=C2ON=CN12,0.7
S21722,O=C1C=NN=C2SN=CN12,0.86
S21723,O=C1C=NN=C2N=CNN12,0.93
S21724,O=C1C=NN=C2NC=NN12,0.96
S21726,O=C1C=NN=C2OC=NN12,0.96
S21728,O=C1C=NN=C2SC=NN12,0.96
S21729,O=C1C=NN=C2N=NNN12,0.93
S21730,O=C1C=NN=C2NN=NN12,0.82
S21732,O=C1C=NN=C2ON=NN12,0.82
S21734,O=C1C=NN=C2SN=NN12,0.75
S21736,O=C1NN2C(=O)C=NN=C2N1,0.94
S21740,O=C1NN2C(=O)C=NN=C2S1,0.93
S21741,O=C1C=NN=C2C=CC=CN12,0.93
S21742,O=C1C=NN=C2C=NC=CN12,0.93
S21743,O=C1C=NN=C2C=CN=CN12,0.93
S21744,O=C1C=NN=C2C=CC=NN12,0.96
S21746,O=C1C=NN=C2N=NC=CN12,0.93
S21747,O=C1C=NN=C2C=CN=NN12,0.82
S21748,O=C1C=NN=C2C=NN=CN12,0.93
S21750,O=C1NC=CC2=NN=CC(=O)N12,0.81
S21751,O=C1NN2C(=O)C=NN=C2C=C1,0.93
S21752,O=C1NC2=NN=CC(=O)N2C=C1,0.92
S21754,O=C1OC=CC2=NN=CC(=O)N12,0.79
S21758,O=C1SC=CC2=NN=CC(=O)N12,0.69
S21760,O=C1SC2=NN=CC(=O)N2C=C1,0.93
S21762,O=C1C=NN=C2C=NC=NN12,0.96
S21766,O=C1NN=CC2=NN=CC(=O)N12,0.81
S21767,O=C1NC2=NN=CC(=O)N2C=N1,0.92
S21768,O=C1NN2C(=O)C=NN=C2C=N1,0.93
S21769,O=C1ON=CN2C(=O)C=NN=C12,0.65
S2177,O=C1N=NSc2nc[nH]c12,0.84
S21774,O=C1SN=CC2=NN=CC(=O)N12,0.63
S21777,O=C1NN2C(=O)C=NN=C2N=C1,0.93
S21778,O=C1NC2=NN=CC(=O)N2N=C1,0.96
S21779,O=C1NN2C(=O)C=NN=C2N=N1,0.93
S21780,O=C1NC2=NN=CC(=O)N2N=N1,0.82
S21782,O=C1NC(=O)N2C(=O)C=NN=C2N1,0.81
S21783,O=C1NN2C(=O)C=NN=C2NC1=O,0.94
S21789,O=C1NC2=NN=CC(=O)N2C(=O)S1,0.77
S2179,O=C1N=NSc2nccn12,0.63
S21790,O=C1NN2C(=O)C=NN=C2SC1=O,0.93
S21792,O=C1C=CNC2=NN=CC(=O)N12,0.89
S21794,O=C1C=NN=C2NC=NC(=O)N12,0.82
S21796,O=C1C=NN=C2N=CC=NN12,0.94
S21797,O=C1C=NN=C2N=CN=NN12,0.81
S21798,O=C1C=NN=C2N=NC=NN12,0.96
S21799,O=C1NC=NC2=NN=CC(=O)N12,0.81
S218,c1cc2cc[nH]c2[nH]1,1.0
S21806,O=C1SC2=NN=CC(=O)N2N=C1,0.96
S21811,O=C1NN=NC2=NN=CC(=O)N12,0.81
S21813,O=C1ON=NC2=NN=CC(=O)N12,0.79
S21817,O=C1SN=NC2=NN=CC(=O)N12,0.63
S21818,O=C1SC2=NN=CC(=O)N2N=N1,0.82
S21820,O=C1C=COC2=NN=CC(=O)N12,0.78
